ID;createdAt;createdBy;title;prio;descr;miti_id;impact
00DF1F40-03DA-2A35-3AAC-61D957A519F2;2019-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;87C51F58-7BEA-5A02-743D-80846952FF3;58000
00EDD2E7-91B9-8064-5C9C-D7593C72561D;2021-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;4BC21513-5DD7-3F69-96C4-C56CF3F81C51;83000
00F31865-4A8C-1402-5FCD-132CA5D82BAF;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;23C7BF00-2F98-439D-15B3-2FF60F9B7AE0;79000
010FBAC4-2331-1C92-4564-DC3E416E800A;2020-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;10957990-351E-89AC-6B90-D16AD1CA4A8A;100000
01254C27-3EA6-25AF-1A51-FF0C17441B8F;2021-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;A3B99321-48D2-04E2-7F03-34962842418E;75000
0132C48D-0ECC-64FC-4DEE-F0E4BC9F3DF4;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;D6208911-9F1A-3104-0306-CA8E943798EF;79000
015C263E-559E-1A72-41F2-D851198216DC;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Repeated SAL violation on service delivery for two successive quarters;DC86FC06-62A8-2FB7-52B5-1D6505E4506D;17000
01737A17-5947-3C00-743A-A809E69E64FE;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Repeated SAL violation on service delivery for two successive quarters;2B9BBA6E-1DE8-851C-40EF-BEE2C836796D;87000
017D246B-7518-4B84-4052-78BFEA815E71;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Violation of export and trade control with unauthorized downloads;1B95A34C-28B4-11E9-1F56-0283CE319FF9;61000
01842108-8689-50A3-84B5-ACCA111F8D51;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;85853C73-3D4F-3C14-58EE-465B526422F1;56000
018BEBCE-5F50-268F-4EE6-DB46BA066EDB;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;40E87B78-91E2-324F-A473-78DB59439C5;91000
018C1B3B-018C-6EA9-1644-F279DD683CAC;2019-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;A9223A44-A1CF-32BB-17C4-CC55C8FA309E;68000
01AD9B0C-7F58-9E88-3B7F-1E20BAE46D1D;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Recent restructuring might violate CFR code 71;D48EC7A4-9FBA-020A-212F-7AF28DA6F05;78000
01EBAB8C-9052-36C6-9871-A0D32306290A;2021-01-25;max.mustermann@muster.com;CFR non-compliance;1;Recent restructuring might violate CFR code 71;20EC419B-4199-211F-27FF-40BF6E812478;50000
023363BD-4906-0998-8471-C20D1E126779;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;FF1EC7CE-9BA1-0229-2C22-0569F5A178D5;95000
023C515E-3119-002C-5BA0-2C97E9AC6ECC;2020-01-25;max.mustermann@muster.com;Shipment violating export control;3;Violation of export and trade control with unauthorized downloads;2CD8F5AE-A399-99A2-7D8E-F2BCE9D5A2FF;12000
024D9DFC-3B0C-742E-0985-9C8E1C8E6D3E;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Violation of export and trade control with unauthorized downloads;66F7A33A-2B36-73D2-9F24-721120A61874;88000
0256C5E0-9D96-01DC-2795-67B728914DEC;2020-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;C1BEEE55-8C8A-7FDC-147F-7AE341AD5949;75000
025E4693-179D-0425-6651-9EF12EA38BA5;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Violation of export and trade control with unauthorized downloads;9D4243A0-982E-A774-965F-4AA033E865E3;55000
027905FF-178B-9045-A52E-726B9B924DBF;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;C9A10B5B-093D-63F6-5E66-CBAC7DA21D36;88000
0289C4E9-90BA-A31D-1680-A5E4FFEA2DEB;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;26B4378F-18C7-66AE-95B5-35A6ED9D1F0A;99000
03130F8B-541F-668D-6E3B-F64615ED5F65;2020-01-25;max.mustermann@muster.com;Shipment violating export control;1;Violation of export and trade control with unauthorized downloads;0C4AAD31-8CB9-A560-2445-FFE3118A45C6;11000
03322CB7-0B3D-03A3-77A3-25F68E510360;2019-01-25;max.mustermann@muster.com;Shipment violating export control;1;Recent restructuring might violate CFR code 71;C1B46844-4195-193A-0BCD-ED35DB796D32;25000
03A64A9D-88F3-44F4-A58A-BC53D0F53A6F;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Recent restructuring might violate CFR code 71;ED8077D9-72A5-806D-6CD4-61CA96F21CC9;39000
03DF81CC-0E91-7577-A54D-D5D46CF919B3;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;CF15B06C-50C9-4818-2629-347608B08B71;51000
0404A377-2234-8D6B-18AE-9A02CD1C4183;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;205D8C36-8DE5-28D6-659F-23E2E3AD31CF;18000
046063F9-04E4-2C7B-7DEA-2D30899B9517;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;9ED73FEA-4D86-0B3A-A366-DA2558FE28B9;80000
0480B394-7CED-A19B-484F-F385626D4F94;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;A157AD79-441C-57F0-37FD-82B6E63539F3;96000
04BAAAB0-91B7-41C2-5A0A-EE68BABA1707;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;7F5395AC-52CC-1E4E-263E-4674D3FE285D;96000
04BC5618-7797-9516-27DF-0EBE97F076DA;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;866FFFC1-53FE-3EDA-6FA5-3E28B39A26C2;27000
04DF1B0D-6555-3075-53F0-D63C485755B8;2019-01-25;max.mustermann@muster.com;CFR non-compliance;1;Recent restructuring might violate CFR code 71;4E37C264-1887-1C0B-7235-F491740F8536;32000
04E1C068-651E-9A24-38F3-DD5357BA5C09;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;024F6DF3-4DCE-19B7-507A-E500A5703F0;97000
0580A5E7-32C2-0B64-6481-77A81CC31828;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Recent restructuring might violate CFR code 71;1EF1F6BB-20EB-A373-0D24-50023A39E4C;60000
05B3DD3B-9150-3E3D-7808-07048D4114B9;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;335A988F-2347-4883-5B29-65DF4B6B728C;90000
05B440C0-6786-2A6A-5FC3-0E5D9A947753;2021-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;BE2671A8-55EC-347F-4C56-174FCEE2FAE;67000
05BC020C-504B-0792-1C54-D70516253A63;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;3952E5A8-2009-7117-942D-31ED8FAF3C8;19000
062AC01B-A20B-5DB1-9D7E-15E467FC848A;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;A08E5C39-2EAF-7112-127D-7875A088A4E4;58000
06752887-871C-03BD-4BDB-39DE596F253B;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;065589C6-8C7B-198A-9CD6-4A567AFB3C98;36000
067FE632-A2A8-8DED-0916-675780298EB4;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;0C3AAB35-25B0-88EE-8418-3541AB2217DB;100000
06840980-3A9B-256E-A398-8298056C8278;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;42D85F6D-22F6-535A-4850-B8E0A9B0A69C;20000
06B67287-72CF-02B1-4496-89CF79975D68;2021-01-25;max.mustermann@muster.com;Shipment violating export control;2;Recent restructuring might violate CFR code 71;009AC442-7377-2153-88DF-D6DC516FA4C9;93000
06D3759C-019A-56CB-2E6C-3C596FF50E01;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;3F05265C-2693-577A-2CAC-8D63F8D7504D;81000
06D3D164-646E-6A24-580B-F69B2D252C88;2020-01-25;max.mustermann@muster.com;Shipment violating export control;3;Violation of export and trade control with unauthorized downloads;112E8EB5-34EC-88EE-626A-58B12CA4585A;81000
070AF9E9-3E99-0F02-72DC-713F735A5842;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Recent restructuring might violate CFR code 71;9D2AB1D6-6771-A14F-72EB-904C3194117D;10000
072E5466-1CE6-9C18-8E61-2D64BF494B31;2021-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;9B240DD0-01D1-756C-1D9B-F8EB010D94CB;26000
07494FBD-6894-6BAF-1944-E1BFC8C0A737;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;2930B59C-6E4E-381A-4447-6AA7610D4953;93000
07514B8B-0552-9C6B-869C-13B6FE3A3F40;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Violation of export and trade control with unauthorized downloads;B628BB62-4E5E-1CC1-6F8C-D2CD3C5A691C;51000
07CE93CB-1F93-3442-789E-C6AFCD30A5A3;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;147DB665-121E-6F82-2018-D6F588B6958F;84000
07DA8AE6-8E72-9A74-7447-50F4D3E173E9;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Recent restructuring might violate CFR code 71;E66F6779-0E97-A507-807D-460EEC7B93B8;15000
07DE128D-A292-0CF9-5B8C-F526E56E81B9;2020-01-25;max.mustermann@muster.com;CFR non-compliance;1;Repeated SAL violation on service delivery for two successive quarters;1BD671D2-37C7-67FA-A44D-AFBC9F928216;15000
0827224B-36F1-0C88-2F1C-374A0E9895C6;2021-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;5F453A80-601B-734A-A316-751C8C6D9449;69000
083F2170-3B8B-42A4-2201-952819CE5685;2021-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;00A7C6AB-7723-A799-7A78-1C130CF93E82;90000
0849FD4D-778D-412A-5578-17D9656362AF;2021-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;0F0D8F47-A07C-8346-8470-2F66BBAB1D61;38000
085C2E38-50FE-895D-656C-BFD1F00223BE;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Recent restructuring might violate CFR code 71;A9BA7E4C-6D1F-9DDE-478C-05A6B08BB63;89000
08694A81-0DD9-5FEB-93EA-CCE85232446C;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;BB28A3BB-3016-92C6-00DC-CCAE74B19FCE;50000
08B1AF24-7A75-2E27-649E-0B3011C552C9;2021-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;76C7D173-8F62-A67E-9F07-53E365F52A5F;76000
08B9230E-7952-6A3C-2B5D-C83E8F3C47F8;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;953ED889-1159-A68D-8FC4-9381FD38402A;80000
08C129B3-65BD-7F1E-86AF-74F591AE62F6;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;54C14F9E-1E2D-3909-4855-C713AF8916AA;90000
0904BB46-94BC-722D-380F-BE110CE69394;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Violation of export and trade control with unauthorized downloads;573F44FF-1D0D-14FF-50F6-FDB8A32B1592;13000
09151681-6C7C-3598-9804-1721EE780005;2020-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;FDCD07CD-8D71-A436-28ED-FE21389DA09A;89000
09225CB1-0665-47DA-A4B8-3C713E2B2E23;2021-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;CA7C6AD4-9ECB-7AAE-9410-5A115F3BA2B1;72000
093F9B02-9DD6-9498-8CCD-E315CD2815E9;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;CF1517FA-430E-9337-69DC-9C701EAC446D;18000
0968EF8A-3165-469C-6B3C-AF383A3089EA;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;D81C4B64-68C3-1147-7845-CC8A31F2241C;80000
09AE6533-1D23-2B27-7F46-B07BBE6961DA;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;5AE8597E-79BE-3075-A47C-4666A93F6EB5;65000
09F8E414-3C81-4C75-3AD7-FFA8801771CC;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;46970EFF-6A87-0546-446B-CC7CC2E06DF4;49000
0A323D58-6987-4C09-A4B9-4AB8B7900B6B;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;4A0DC9BD-844F-6258-5321-4E8F50778BB8;83000
0A3CAA40-9DC7-3B94-4FEF-B696E5CC8973;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;71CC52F9-888A-A607-2A75-183316A05D2;63000
0A580B87-8081-6F95-85D4-432CD0934200;2021-01-25;max.mustermann@muster.com;CFR non-compliance;3;Recent restructuring might violate CFR code 71;DA0FD2B2-77CF-2498-0B8B-BEB2B9157886;75000
0A711D57-5E9B-6352-2E0A-453A2A240D8C;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;582B9B43-7008-859A-3707-AD594EFB419A;73000
0A771D5C-63CF-6F59-9401-4DE03CFC9C6B;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;9CDB4565-4ECC-5C4D-68CA-A4E1341A5BA;42000
0A814A7B-4AC2-7CDB-944F-EC2BDBE2A4E3;2020-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;80773A22-7510-36BC-90ED-FA4B83BB46E3;14000
0A83FF55-03DB-099E-8E59-65176E7F30CC;2019-01-25;max.mustermann@muster.com;CFR non-compliance;1;Repeated SAL violation on service delivery for two successive quarters;EC1177BF-245C-4B41-9AA8-DF2D65735FFB;14000
0AB7102E-9987-3602-05D5-19A824503FD1;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;1F9F7685-23D8-45C1-18BE-5ADD08E912D3;40000
0AC0CD43-426A-6A6C-4FD7-B86814FD6F72;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;4A9FDBC0-4109-671B-91B2-27AD95FC5724;75000
0AE4943A-3229-659C-2414-CA5D557D9518;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Recent restructuring might violate CFR code 71;6CA75FE8-7BFE-1CA7-69DD-7A63BE4726A9;41000
0AE577DF-63EB-7A7A-90D4-1D25A0D0A4ED;2019-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;A6A578B1-7E1F-8D26-8AEF-DF807AC1377A;22000
0AE80766-5ACF-1FF4-42F8-B47D8FBA4D42;2019-01-25;max.mustermann@muster.com;CFR non-compliance;3;Violation of export and trade control with unauthorized downloads;C06561AC-6498-28C0-9F65-694EBD2968F8;36000
0AE97A1E-8383-224C-5C6E-69C4EC836A00;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;444A020B-68BC-1A3C-8EAF-4F63A1805F95;69000
0AF058CD-7D24-2D51-5B9E-3A36AD106B72;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Violation of export and trade control with unauthorized downloads;02FF03C2-2A14-4C36-60FB-DE7041D5A04B;71000
0AFD6841-7675-073F-5777-95537D2C6A97;2019-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;35758285-24B5-32A1-11B7-2CFF52338ECE;63000
0B0C09A6-A2BA-73FD-243F-709EB9202F8F;2021-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;2F58714B-2D12-9E6B-9E6D-3E11535E3A87;58000
0B3245CE-3A41-07DD-2E68-3F40A93926F0;2019-01-25;max.mustermann@muster.com;CFR non-compliance;3;Violation of export and trade control with unauthorized downloads;65FC2426-8619-4BD0-2A72-1DA570C99F4;82000
0B852FD2-59F7-34D6-5C9A-97476ED81A90;2020-01-25;max.mustermann@muster.com;Shipment violating export control;3;Violation of export and trade control with unauthorized downloads;21ACC400-3673-4203-3717-23B2BE134DE0;86000
0B92A368-1C6A-0D87-4DA7-6CA12C298A20;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;DD39A31D-7F10-87B7-5C77-EB9184E07350;26000
0B97480A-688B-25B1-5517-018458954E93;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Violation of export and trade control with unauthorized downloads;0D3D665B-749D-A4F4-458D-F33343F4407A;37000
0BC0FD66-32CA-0072-6121-C12684A8150E;2021-01-25;max.mustermann@muster.com;CFR non-compliance;1;Recent restructuring might violate CFR code 71;0CC478FF-1B50-3C8B-158C-3548CD5689B7;38000
0BC55A58-03B2-363C-0FC7-2C8BC1230A97;2021-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;89DD22DF-97A8-461C-01FD-054A14E57F80;31000
0BE3B5FF-7DB6-7C2A-81D6-A78ACA882EBC;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Recent restructuring might violate CFR code 71;E59B8904-6407-3A25-6B25-1B3208AE4210;48000
0C0D738E-01B3-5095-6B6F-D54D81A349EF;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;31A93B82-7F44-6324-042E-F0DE191B82DE;66000
0C12F577-1A01-4028-95D6-E36A4FFD7323;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Violation of export and trade control with unauthorized downloads;1BE33E92-1FDB-449D-0045-15430284A3AB;58000
0C740360-7075-99C6-5D4A-723121D30D6C;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;AB341C96-97F0-394E-82AF-E020879C9ACA;23000
0C8783E8-5E00-0E26-23A1-C891D3967B62;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;10927907-6669-6EDC-8F8D-4A5B264755C0;12000
0C8F279C-060E-9D68-5F98-77A213F095AC;2019-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;CC27DA41-12F0-768B-9627-243C31B52EDF;70000
0C930B86-1919-4717-0506-7FA6659E26C8;2019-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;C92C1B33-9199-188D-0FBA-41373CBB9942;90000
0CA168B0-7406-669B-386B-E63F6B499635;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;9DBCABE5-3047-07B4-4BD9-B916210835AA;70000
0D1AFF63-3879-37D6-0216-4EE2A6C369E3;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Recent restructuring might violate CFR code 71;DAD8953C-6BB6-65D5-95E6-8F55E1B59854;74000
0D24EDD9-A146-61B7-641C-53B141687B04;2019-01-25;max.mustermann@muster.com;CFR non-compliance;3;Recent restructuring might violate CFR code 71;062DF128-468C-42FF-81AA-D16658179C7D;12000
0D47E7BE-2696-215E-014E-6C80623460CB;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Recent restructuring might violate CFR code 71;6253E2A9-2538-1C90-49D6-280DF18A3764;10000
0D547684-32A8-3DCA-4E09-279D263231DA;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Violation of export and trade control with unauthorized downloads;DE8D475D-61BB-0C3D-6FC9-ADA7C3BF7869;21000
0DAFC39C-94D7-9AE6-9ED1-757269296DDA;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;7A80C259-0231-8382-60B3-9626F39278ED;82000
0DDA1BC6-0ACC-264A-3B22-BACA41297000;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;CD1DC115-9887-2DB1-275E-35522B3E4051;30000
0DE3C221-1756-0B33-5CD0-E6504BDA2426;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Violation of export and trade control with unauthorized downloads;46CA255D-32DB-3021-8485-61DCC8F536B6;24000
0DF149F6-290D-7C17-249C-4C8312D67123;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;29D14411-2556-4AC4-4DD4-E07559DAA36C;37000
0E1A0895-598E-379E-5183-46D36CAC6EDC;2020-01-25;max.mustermann@muster.com;CFR non-compliance;1;Recent restructuring might violate CFR code 71;AE14FD69-616B-307B-5194-6A2F2D085AD8;30000
0E25CD47-3EB1-0F47-8BC0-BEA06343944C;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Violation of export and trade control with unauthorized downloads;61B1B0A3-47FC-57C4-536C-9B72D9131526;27000
0E3BD35F-4EA7-9D68-3295-5C2DF177572F;2021-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;58661F93-1AA3-21EB-1BB6-93DD40758F7B;31000
0E8CDB92-8884-43DC-828F-F6196C4484E1;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;8CDDD9E2-608F-3914-60B4-5003313C3D9D;59000
0E9CF103-905A-43ED-7849-FEE5A73412D1;2021-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;57909238-2E77-4106-70C0-0563BB634A17;51000
0EEFF27F-3E16-6ABB-66AB-2D6BCF0C9499;2021-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;AEB34541-0135-9760-8978-68D5115C8C91;51000
0EF026C3-7B88-2F73-072B-3E8F95E38FFE;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Recent restructuring might violate CFR code 71;ABF746CE-31DF-A0B5-3E43-0DD1554A17A5;12000
0F3AF54C-9B1C-937D-722A-D332D90F080F;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;B1656096-0966-2A71-9629-D02583D12C0F;41000
0F5CE3C3-62BE-5B81-458B-76B0463F7445;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;08CE8BBC-0646-7641-4CF5-30882F2371D6;74000
0F704D42-005C-A13F-6B34-8C6164004813;2021-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;ED4BD9D4-688E-02F4-A664-D8D2093F8D49;85000
0F727450-9C18-6A20-8D94-7C72570BA1CE;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;4B76FB90-46ED-376B-2052-B2A67AAEA497;85000
0F751800-1F6C-4323-0387-C9911B7708E5;2020-01-25;max.mustermann@muster.com;Shipment violating export control;1;Recent restructuring might violate CFR code 71;2615FF39-8931-3BCF-7FF9-80D622E9513D;89000
0F8D0A06-0619-4E73-05F8-2BA66F702E99;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;27818339-721C-1119-678F-E1165AE848C7;97000
0FAAB662-072B-73F1-158E-C02B1A489DC9;2019-01-25;max.mustermann@muster.com;CFR non-compliance;1;Violation of export and trade control with unauthorized downloads;4847C225-2B12-5079-03B1-88539ACC5B59;13000
0FB758CC-7916-9C08-0983-E933D1778EE4;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;72B294BD-5FD4-6735-383C-1DDE28161D2F;15000
